Zählstellennummer;Zählart;Datum;Knotenarmnummer;;;;;;;
73;4;N;;;;;;;73;73
74;4;N;;;;;;;74;74
75;4;N;;;;;;;75;75
76;4;N;;;;;;;76;76
77;4;N;;;;;;;77;77
78;4;N;;;;;;;78;78
79;4;N;;;;;;;79;79
80;4;N;;;;;;;80;80
81;4;N;;;;;;;81;81
82;4;N;;;;;;;82;82
83;4;N;;;;;;;83;83
84;4;N;;;;;;;84;84
85;4;N;;;;;;;85;85
86;4;N;;;;;;;86;86
87;4;N;;;;;;;87;87
88;4;N;;;;;;;88;88
89;4;N;;;;;;;89;89
90;4;N;;;;;;;90;90
91;4;N;;;;;;;91;91
92;4;N;;;;;;;92;92
93;4;N;;;;;;;93;93
94;4;N;;;;;;;94;94
95;4;N;;;;;;;95;95
96;4;N;;;;;;;96;96
1;4;S;;;;;;;1;1
2;4;S;;;;;;;2;2
3;4;S;;;;;;;3;3
4;4;S;;;;;;;4;4
5;4;S;;;;;;;5;5
6;4;S;;;;;;;6;6
7;4;S;;;;;;;7;7
8;4;S;;;;;;;8;8
9;4;S;;;;;;;9;9
10;4;S;;;;;;;10;10
11;4;S;;;;;;;11;11
12;4;S;;;;;;;12;12
13;4;S;;;;;;;13;13
14;4;S;;;;;;;14;14
15;4;S;;;;;;;15;15
16;4;S;;;;;;;16;16
17;4;S;;;;;;;17;17
18;4;S;;;;;;;18;18
19;4;S;;;;;;;19;19
20;4;S;;;;;;;20;20
21;4;S;;;;;;;21;21
22;4;S;;;;;;;22;22
23;4;S;;;;;;;23;23
24;4;S;;;;;;;24;24
25;4;S;;;;;;;25;25
26;4;S;;;;;;;26;26
27;4;S;;;;;;;27;27
28;4;S;;;;;;;28;28
29;4;S;;;;;;;29;29
30;4;S;;;;;;;30;30
31;4;S;;;;;;;31;31
32;4;S;;;;;;;32;32
33;4;S;;;;;;;33;33
34;4;S;;;;;;;34;34
35;4;S;;;;;;;35;35
36;4;S;;;;;;;36;36
37;4;S;;;;;;;37;37
38;4;S;;;;;;;38;38
39;4;S;;;;;;;39;39
40;4;S;;;;;;;40;40
41;4;S;;;;;;;41;41
42;4;S;;;;;;;42;42
43;4;S;;;;;;;43;43
44;4;S;;;;;;;44;44
45;4;S;;;;;;;45;45
46;4;S;;;;;;;46;46
47;4;S;;;;;;;47;47
48;4;S;;;;;;;48;48
49;4;S;;;;;;;49;49
50;4;S;;;;;;;50;50
51;4;S;;;;;;;51;51
52;4;S;;;;;;;52;52
53;4;S;;;;;;;53;53
54;4;S;;;;;;;54;54
55;4;S;;;;;;;55;55
56;4;S;;;;;;;56;56
57;4;S;;;;;;;57;57
58;4;S;;;;;;;58;58
59;4;S;;;;;;;59;59
60;4;S;;;;;;;60;60
61;4;S;;;;;;;61;61
62;4;S;;;;;;;62;62
63;4;S;;;;;;;63;63
64;4;S;;;;;;;64;64
65;4;S;;;;;;;65;65
66;4;S;;;;;;;66;66
67;4;S;;;;;;;67;67
68;4;S;;;;;;;68;68
69;4;S;;;;;;;69;69
70;4;S;;;;;;;70;70
71;4;S;;;;;;;71;71
72;4;S;;;;;;;72;72
73;4;S;;;;;;;73;73
74;4;S;;;;;;;74;74
75;4;S;;;;;;;75;75
76;4;S;;;;;;;76;76
77;4;S;;;;;;;77;77
78;4;S;;;;;;;78;78
79;4;S;;;;;;;79;79
80;4;S;;;;;;;80;80
81;4;S;;;;;;;81;81
82;4;S;;;;;;;82;82
83;4;S;;;;;;;83;83
84;4;S;;;;;;;84;84
85;4;S;;;;;;;85;85
86;4;S;;;;;;;86;86
87;4;S;;;;;;;87;87
88;4;S;;;;;;;88;88
89;4;S;;;;;;;89;89
90;4;S;;;;;;;90;90
91;4;S;;;;;;;91;91
92;4;S;;;;;;;92;92
93;4;S;;;;;;;93;93
94;4;S;;;;;;;94;94
95;4;S;;;;;;;95;95
96;4;S;;;;;;;96;96
